,Mother_Eductaion,Binned_Revision_Time,Father_Education,Wants_Higher_Education,Age,Past_Class_Failures,Week_Drugs_Consumption,Abscence,Extra_Activities,Internet_Access,Final_grade
8011,1,Medium_time,1,no,19,1,2,0,no,yes,Low
8012,2,Medium_time,1,no,16,1,5,0,no,yes,Low
8013,4,Medium_time,2,yes,19,1,1,0,no,yes,Medium
8014,1,long_time,2,yes,15,0,3,6,no,yes,Low
8015,3,short_time,1,yes,17,0,1,18,no,yes,Medium
8016,3,Medium_time,1,yes,15,0,2,2,yes,yes,Low
8017,4,very_long_time,3,yes,16,0,1,4,yes,yes,Medium
8018,2,Medium_time,2,yes,16,0,5,6,yes,yes,High
8019,1,short_time,1,yes,17,0,3,4,no,yes,Medium
8020,1,Medium_time,1,yes,16,1,5,19,yes,yes,Low
8021,1,Medium_time,2,yes,17,0,4,4,yes,yes,Medium
8022,2,Medium_time,2,yes,15,0,3,0,yes,yes,High
8023,1,Medium_time,1,no,19,1,3,0,no,no,Low
8024,3,Medium_time,2,yes,19,1,5,10,no,yes,Medium
8025,2,Medium_time,2,yes,17,1,2,4,no,yes,Medium
8026,4,Medium_time,3,yes,16,0,2,0,yes,yes,Medium
8027,4,Medium_time,3,yes,16,0,2,2,yes,yes,Medium
8028,3,very_long_time,0,yes,17,1,5,4,no,no,Medium
8029,3,long_time,3,yes,20,0,3,4,no,yes,Medium
8030,4,short_time,2,yes,16,0,2,1,no,yes,Medium
8031,2,Medium_time,4,yes,16,1,2,4,yes,yes,Medium
8032,3,Medium_time,3,yes,18,0,2,0,yes,yes,Medium
8033,3,Medium_time,1,yes,16,0,2,2,yes,yes,Medium
8034,3,short_time,1,no,17,1,2,4,no,yes,Low
8035,1,Medium_time,1,no,19,1,1,0,yes,yes,Low
8036,3,Medium_time,4,yes,16,0,5,16,yes,yes,Medium
8037,1,Medium_time,3,yes,16,1,1,4,yes,yes,Medium
8038,3,Medium_time,3,yes,17,1,3,20,no,yes,Medium
8039,3,Medium_time,1,yes,15,0,3,0,yes,no,Medium
8040,3,Medium_time,1,yes,18,1,4,2,yes,yes,Low
8041,2,Medium_time,3,yes,16,1,1,0,no,yes,Low
8042,4,long_time,3,yes,17,0,3,10,no,yes,Medium
8043,3,short_time,3,yes,18,2,2,16,no,yes,Medium
8044,2,Medium_time,3,yes,17,0,1,0,yes,yes,Medium
8045,2,Medium_time,2,yes,17,0,2,1,yes,yes,Medium
8046,2,Medium_time,3,yes,15,0,3,2,yes,yes,Medium
8047,4,long_time,2,yes,16,0,3,0,no,yes,Medium
8048,1,short_time,1,no,17,1,1,0,no,no,Low
8049,3,Medium_time,2,yes,18,0,2,23,yes,yes,Medium
8050,4,Medium_time,4,yes,16,0,1,6,no,yes,Medium
8051,4,Medium_time,2,yes,16,0,1,4,no,yes,Medium
8052,2,Medium_time,2,yes,16,0,3,4,no,yes,Medium
8053,2,very_long_time,2,no,17,1,1,21,yes,yes,Medium
8054,3,short_time,1,no,17,3,5,0,no,yes,Low
8055,3,short_time,2,yes,16,1,3,10,no,yes,Low
8056,4,long_time,4,yes,18,0,1,4,no,yes,Medium
8057,4,Medium_time,4,yes,15,0,3,2,yes,yes,Medium
8058,2,Medium_time,2,yes,15,0,5,4,no,yes,Medium
8059,3,short_time,2,yes,15,1,2,0,no,yes,Low
8060,1,short_time,2,yes,17,3,1,0,no,no,Low
8061,3,Medium_time,3,yes,16,1,1,8,yes,yes,Medium
8062,2,Medium_time,2,yes,16,0,1,8,yes,yes,Medium
8063,3,short_time,1,no,17,3,3,8,no,yes,Low
8064,1,Medium_time,3,yes,16,0,2,4,no,yes,Medium
8065,4,long_time,4,yes,15,0,1,0,no,yes,High
8066,2,short_time,1,yes,16,2,3,30,no,yes,Low
8067,3,very_long_time,2,yes,15,0,4,6,yes,yes,Medium
8068,4,Medium_time,2,yes,18,0,4,4,no,yes,Medium
8069,3,Medium_time,1,yes,16,0,5,16,yes,yes,Medium
8070,0,Medium_time,1,yes,16,1,2,0,no,yes,Medium
8071,2,Medium_time,2,yes,20,1,3,4,no,yes,Low
8072,3,Medium_time,1,no,19,1,2,0,yes,yes,Low
8073,4,Medium_time,2,yes,16,0,4,0,no,yes,High
8074,3,short_time,2,yes,16,1,2,2,no,yes,Medium
8075,3,Medium_time,1,yes,18,1,3,11,yes,yes,Medium
8076,3,Medium_time,4,yes,16,1,5,2,yes,yes,High
8077,4,Medium_time,4,yes,16,0,3,0,yes,yes,High
8078,3,Medium_time,1,no,18,1,5,2,yes,yes,Medium
8079,3,short_time,2,yes,15,0,2,0,yes,yes,Medium
8080,3,Medium_time,3,yes,16,0,1,0,no,yes,Medium
8081,3,short_time,2,yes,16,0,2,0,yes,yes,Medium
8082,2,Medium_time,4,yes,16,0,2,2,yes,yes,Medium
8083,3,Medium_time,3,yes,18,0,3,4,yes,yes,Medium
8084,2,Medium_time,0,yes,16,0,3,0,no,yes,Medium
8085,4,Medium_time,2,yes,16,0,1,4,yes,yes,High
8086,3,Medium_time,2,yes,15,0,1,6,yes,yes,High
8087,1,Medium_time,0,yes,19,0,3,14,no,yes,Low
8088,3,long_time,2,yes,17,0,3,8,no,yes,High
8089,1,Medium_time,2,yes,20,2,5,16,yes,no,Low
8090,4,long_time,4,yes,16,0,1,4,no,yes,High
8091,4,Medium_time,4,yes,15,0,1,6,no,yes,High
8092,3,short_time,1,no,16,2,4,0,no,yes,Medium
8093,1,Medium_time,1,yes,18,1,3,0,yes,yes,Low
8094,2,Medium_time,1,yes,16,1,3,16,no,yes,Low
8095,3,Medium_time,3,yes,16,0,1,4,yes,yes,Medium
8096,4,Medium_time,2,yes,17,0,2,0,yes,yes,Medium
8097,3,Medium_time,3,yes,16,1,2,12,yes,yes,Medium
8098,2,short_time,2,yes,17,1,3,54,no,no,Medium
8099,3,long_time,2,yes,16,0,3,4,no,yes,Medium
8100,1,Medium_time,4,yes,15,2,2,8,no,no,Medium
8101,3,Medium_time,4,yes,16,0,3,8,no,yes,Medium
8102,3,Medium_time,2,yes,17,0,3,2,no,yes,Medium
8103,4,long_time,4,yes,15,0,1,2,no,yes,Medium
8104,4,Medium_time,4,yes,16,0,3,0,yes,yes,High
8105,1,short_time,1,yes,16,1,1,8,no,no,Medium
8106,4,Medium_time,2,yes,18,1,2,4,yes,yes,Medium
8107,2,Medium_time,2,yes,16,2,4,4,yes,yes,Medium
8108,0,Medium_time,0,yes,17,0,3,0,no,no,Medium
8109,3,very_long_time,3,yes,17,0,2,3,yes,no,Medium
8110,3,Medium_time,4,yes,15,0,2,2,no,yes,Medium
8111,2,Medium_time,1,yes,16,0,4,0,yes,yes,Medium
8112,3,Medium_time,3,yes,16,0,3,4,no,yes,Medium
8113,2,Medium_time,2,yes,17,0,1,6,yes,yes,Medium
8114,1,Medium_time,2,yes,15,0,4,4,yes,yes,Medium
8115,3,short_time,1,no,20,2,5,0,no,yes,Low
8116,3,Medium_time,2,yes,15,0,1,0,no,yes,Medium
8117,3,Medium_time,3,yes,16,0,1,2,yes,yes,Medium
8118,1,long_time,1,yes,16,0,2,0,yes,no,Medium
8119,4,short_time,1,yes,16,1,5,7,no,yes,Medium
8120,4,Medium_time,4,yes,16,0,3,4,yes,yes,Medium
8121,1,short_time,1,no,19,1,2,0,no,yes,Low
8122,4,Medium_time,4,yes,15,0,2,2,yes,yes,Medium
8123,4,Medium_time,3,yes,16,0,4,8,yes,yes,Medium
8124,3,long_time,2,yes,15,0,2,6,yes,yes,Medium
8125,4,Medium_time,2,yes,15,0,4,4,yes,yes,High
8126,3,Medium_time,3,yes,17,0,3,8,no,yes,Medium
8127,2,Medium_time,2,yes,15,0,2,2,yes,yes,Medium
8128,3,long_time,1,yes,15,0,1,0,no,no,Medium
8129,3,short_time,2,yes,17,0,4,10,no,yes,Medium
8130,4,long_time,4,yes,16,0,1,4,no,yes,High
8131,2,short_time,1,yes,17,0,1,6,yes,yes,Medium
8132,2,Medium_time,2,yes,16,1,2,2,yes,yes,Medium
8133,4,Medium_time,4,yes,15,0,2,4,yes,yes,High
8134,4,Medium_time,4,yes,15,0,1,8,yes,yes,High
8135,3,Medium_time,3,no,15,0,1,10,no,yes,Medium
8136,3,Medium_time,2,yes,17,0,2,0,no,yes,Medium
8137,3,Medium_time,2,yes,16,0,5,6,yes,yes,Medium
8138,4,short_time,1,yes,17,0,2,4,yes,yes,Medium
8139,2,long_time,3,yes,15,0,3,4,yes,yes,Medium
8140,3,Medium_time,2,yes,16,0,2,1,yes,yes,High
8141,3,Medium_time,1,yes,16,1,5,14,yes,yes,Medium
8142,3,short_time,2,yes,16,0,4,8,no,yes,Medium
8143,3,Medium_time,4,yes,15,1,4,10,yes,yes,Medium
8144,4,Medium_time,2,yes,15,0,2,2,yes,yes,High
8145,1,Medium_time,1,yes,19,1,3,10,yes,yes,Medium
8146,4,Medium_time,2,yes,16,0,1,16,no,yes,Low
8147,3,very_long_time,2,yes,15,0,2,2,no,no,Medium
8148,1,Medium_time,1,no,17,3,5,0,yes,yes,Medium
8149,2,Medium_time,0,yes,16,0,3,8,no,yes,Medium
8150,3,short_time,2,yes,16,0,1,8,no,yes,Medium
8151,3,Medium_time,2,yes,15,0,4,4,no,yes,Medium
8152,1,short_time,2,no,17,1,5,4,yes,yes,Low
8153,3,short_time,1,yes,19,1,3,12,yes,yes,Low
8154,3,Medium_time,1,no,18,3,5,12,no,yes,Low
8155,3,Medium_time,3,yes,18,0,2,0,no,yes,Medium
8156,4,Medium_time,3,yes,15,0,3,2,no,yes,Medium
8157,3,Medium_time,2,yes,17,1,2,13,yes,yes,Medium
8158,3,Medium_time,3,yes,15,0,2,2,yes,yes,Medium
8159,3,Medium_time,3,yes,15,0,4,4,no,yes,Medium
8160,2,Medium_time,2,yes,15,0,3,8,no,yes,Medium
8161,0,Medium_time,2,yes,18,0,3,7,no,no,Medium
8162,4,very_long_time,2,yes,17,0,3,2,yes,yes,Medium
8163,3,Medium_time,2,yes,16,0,1,0,no,yes,Medium
8164,3,Medium_time,2,yes,16,1,2,2,no,yes,Medium
8165,1,Medium_time,1,yes,17,1,2,0,no,yes,Low
8166,2,short_time,1,no,16,1,1,0,no,yes,Low
8167,3,short_time,2,yes,16,1,5,8,no,yes,Medium
8168,2,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
8169,1,long_time,2,yes,17,0,1,4,no,yes,Low
8170,2,long_time,1,yes,16,0,3,2,yes,yes,Medium
8171,3,Medium_time,2,yes,15,0,3,4,no,yes,Medium
8172,3,very_long_time,1,yes,15,0,4,2,no,yes,Medium
8173,4,Medium_time,2,yes,18,0,2,4,no,yes,Medium
8174,3,Medium_time,2,yes,15,1,3,3,no,yes,Medium
8175,3,Medium_time,1,yes,16,0,3,0,no,yes,Medium
8176,3,Medium_time,2,yes,16,1,3,5,yes,yes,Medium
8177,3,Medium_time,2,yes,15,0,4,2,yes,no,Medium
8178,4,Medium_time,2,yes,15,0,1,17,no,no,Medium
8179,4,Medium_time,4,yes,16,0,3,2,yes,yes,Medium
8180,3,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
8181,3,Medium_time,3,yes,16,0,3,4,no,yes,Medium
8182,2,Medium_time,4,yes,15,0,2,2,no,no,Medium
8183,4,Medium_time,4,yes,15,0,2,6,yes,yes,High
8184,4,Medium_time,3,yes,15,0,2,2,yes,yes,Medium
8185,3,short_time,1,yes,17,0,2,8,no,yes,Medium
8186,3,Medium_time,1,yes,16,0,2,6,no,yes,Medium
8187,2,Medium_time,3,yes,15,0,2,3,yes,yes,High
8188,1,long_time,2,yes,16,0,4,8,yes,no,Medium
8189,3,short_time,1,yes,16,0,3,8,yes,yes,Medium
8190,3,short_time,1,no,17,1,2,6,no,yes,Medium
8191,3,Medium_time,2,yes,16,0,4,0,no,yes,Medium
8192,2,long_time,2,yes,16,1,2,30,yes,yes,Low
8193,1,Medium_time,1,no,17,3,5,12,no,no,Low
8194,0,short_time,1,yes,16,0,3,4,no,yes,Medium
8195,3,short_time,1,no,18,3,5,0,no,yes,Low
8196,3,Medium_time,3,yes,17,0,2,4,no,yes,Medium
8197,2,Medium_time,2,yes,15,0,2,0,no,yes,Medium
8198,1,long_time,1,yes,17,1,2,3,no,yes,Medium
8199,3,Medium_time,3,yes,16,0,2,2,yes,yes,Medium
8200,3,short_time,2,yes,16,0,3,4,no,yes,Medium
8201,3,Medium_time,2,yes,16,0,2,2,no,yes,Medium
8202,3,Medium_time,2,yes,17,1,3,2,no,yes,Medium
8203,2,Medium_time,2,yes,16,0,1,12,no,no,Medium
8204,4,Medium_time,3,yes,15,0,2,2,yes,yes,Medium
8205,3,Medium_time,2,yes,16,0,1,7,yes,yes,Medium
8206,1,short_time,1,yes,17,1,2,8,no,yes,Low
8207,2,long_time,2,yes,17,0,2,2,no,yes,Medium
8208,3,short_time,4,yes,16,1,1,0,yes,no,Low
8209,4,Medium_time,2,yes,16,0,2,0,no,yes,Medium
8210,4,Medium_time,2,yes,16,0,3,4,yes,yes,High
8211,3,Medium_time,2,yes,18,0,1,6,no,yes,Medium
8212,3,Medium_time,1,yes,16,0,3,2,yes,yes,Medium
8213,3,Medium_time,1,yes,16,1,4,4,yes,yes,Medium
8214,4,short_time,1,yes,15,0,3,2,yes,yes,Medium
8215,2,Medium_time,4,yes,16,0,3,8,no,yes,Medium
8216,3,long_time,2,yes,16,0,1,2,yes,yes,High
8217,4,Medium_time,2,yes,15,0,3,2,yes,yes,Medium
8218,3,short_time,1,yes,17,0,4,4,yes,yes,Medium
8219,3,Medium_time,3,yes,16,0,2,2,no,yes,Medium
8220,3,Medium_time,2,yes,15,0,3,0,no,yes,Medium
8221,2,very_long_time,2,yes,17,0,3,0,yes,yes,Medium
8222,4,Medium_time,3,yes,16,0,2,14,no,yes,Medium
8223,2,short_time,2,yes,17,2,1,1,no,yes,Medium
8224,1,short_time,1,no,20,3,1,4,yes,yes,Low
8225,3,Medium_time,3,yes,18,0,2,0,yes,yes,Medium
8226,2,short_time,3,yes,15,1,3,4,yes,yes,Medium
8227,2,Medium_time,4,yes,15,0,2,0,yes,yes,Medium
8228,1,long_time,3,yes,17,0,2,4,yes,yes,Medium
8229,1,short_time,1,no,19,1,2,0,no,no,Medium
8230,4,short_time,4,yes,19,0,2,4,yes,yes,Medium
8231,1,Medium_time,1,yes,19,1,3,0,yes,yes,Low
8232,2,Medium_time,1,yes,16,0,3,2,no,yes,Medium
8233,4,Medium_time,3,yes,17,0,2,2,yes,yes,Medium
8234,4,Medium_time,4,yes,17,0,1,15,yes,yes,High
8235,1,short_time,1,yes,17,1,1,14,yes,yes,Low
8236,3,Medium_time,2,yes,16,1,3,4,yes,no,Medium
8237,4,long_time,1,yes,17,0,3,4,no,yes,Medium
8238,3,Medium_time,3,yes,16,0,1,4,yes,yes,High
8239,1,Medium_time,1,no,18,2,3,11,yes,yes,Medium
8240,3,short_time,2,yes,16,0,2,4,yes,yes,Low
8241,4,Medium_time,3,yes,16,0,2,2,yes,yes,Medium
8242,0,Medium_time,2,yes,15,1,3,0,yes,yes,Medium
8243,4,Medium_time,2,yes,17,0,2,0,no,yes,Low
8244,3,Medium_time,2,yes,16,0,3,0,no,yes,Medium
8245,3,Medium_time,3,yes,18,0,3,4,yes,yes,Medium
8246,3,short_time,2,yes,15,1,4,10,yes,yes,Medium
8247,1,Medium_time,1,no,19,1,3,4,no,no,Medium
8248,2,Medium_time,2,no,19,3,2,11,no,no,Low
8249,1,short_time,1,no,17,1,3,14,no,no,Low
8250,3,Medium_time,3,yes,17,1,4,0,no,yes,Medium
8251,1,Medium_time,1,no,19,1,3,0,no,no,Low
8252,4,Medium_time,4,yes,16,0,1,0,yes,yes,Medium
8253,4,Medium_time,4,yes,16,0,1,4,yes,yes,High
8254,3,Medium_time,2,yes,18,1,1,12,no,yes,Medium
8255,3,short_time,1,no,17,1,2,4,yes,yes,Low
8256,3,long_time,2,yes,18,0,1,2,no,yes,High
8257,4,Medium_time,3,yes,16,0,2,6,no,yes,High
8258,3,short_time,1,yes,16,0,2,8,yes,yes,Medium
8259,1,Medium_time,2,yes,17,1,1,0,no,no,High
8260,1,Medium_time,1,yes,16,0,2,4,no,yes,Medium
8261,3,short_time,1,yes,16,0,1,0,yes,yes,Medium
8262,3,Medium_time,2,yes,16,0,2,0,no,yes,Medium
8263,3,Medium_time,2,yes,16,0,2,0,no,yes,Medium
8264,2,short_time,1,yes,17,0,5,8,yes,yes,Low
8265,4,Medium_time,3,yes,17,0,4,6,yes,yes,High
8266,3,very_long_time,4,yes,22,0,1,2,no,yes,Medium
8267,2,Medium_time,2,yes,15,0,3,6,no,yes,Medium
8268,3,short_time,2,yes,16,1,4,4,no,yes,Medium
8269,1,Medium_time,1,yes,17,0,1,4,no,no,Medium
8270,2,Medium_time,2,yes,16,0,3,2,no,yes,Medium
8271,3,Medium_time,4,yes,17,0,1,6,no,yes,Medium
8272,3,Medium_time,3,yes,16,0,3,11,no,yes,High
8273,3,short_time,1,yes,20,1,2,5,yes,yes,Medium
8274,1,Medium_time,2,yes,18,1,2,16,no,yes,Medium
8275,4,Medium_time,4,yes,17,0,2,0,yes,yes,Medium
8276,4,Medium_time,4,yes,15,0,3,0,yes,yes,Medium
8277,3,short_time,2,yes,17,1,4,0,no,yes,Medium
8278,3,Medium_time,0,yes,16,0,2,0,yes,yes,Medium
8279,3,long_time,2,yes,17,0,1,0,yes,yes,Medium
8280,3,Medium_time,1,yes,16,0,1,8,no,yes,Medium
8281,3,Medium_time,2,yes,16,0,1,0,yes,yes,High
8282,1,Medium_time,2,yes,16,1,5,5,no,no,Low
8283,1,Medium_time,1,yes,16,2,2,4,no,yes,Medium
8284,3,Medium_time,2,yes,16,0,4,0,no,no,Medium
8285,2,Medium_time,2,yes,17,0,4,8,yes,yes,Medium
8286,4,short_time,4,yes,16,0,5,6,no,yes,High
8287,3,Medium_time,4,yes,16,0,3,0,yes,yes,Medium
8288,3,short_time,1,yes,15,1,2,4,yes,no,Low
8289,1,short_time,1,yes,16,1,4,0,yes,yes,Low
8290,3,Medium_time,2,yes,16,0,1,0,no,yes,Medium
8291,0,Medium_time,2,yes,17,0,3,18,no,no,Low
8292,2,short_time,1,no,19,1,5,0,no,no,Low
8293,4,Medium_time,4,yes,15,0,1,2,yes,yes,Medium
8294,0,Medium_time,4,yes,16,0,1,0,yes,yes,Medium
8295,3,short_time,1,no,17,1,5,0,yes,yes,Low
8296,1,long_time,0,no,17,1,3,4,no,no,Low
8297,1,Medium_time,1,no,18,3,3,0,no,yes,Low
8298,3,Medium_time,1,yes,17,1,5,0,yes,no,Medium
8299,3,long_time,1,yes,17,1,2,18,no,no,Medium
8300,4,Medium_time,4,yes,15,0,2,1,yes,yes,Medium
8301,2,Medium_time,2,no,19,1,3,8,no,yes,Low
8302,4,Medium_time,3,yes,16,0,2,2,yes,yes,High
8303,2,Medium_time,2,yes,16,0,1,0,yes,yes,High
8304,2,Medium_time,2,yes,16,0,3,0,no,yes,Medium
8305,4,Medium_time,4,yes,15,0,4,4,yes,yes,High
8306,3,Medium_time,2,yes,16,1,2,7,no,no,Medium
8307,4,Medium_time,4,yes,15,0,3,4,yes,yes,Medium
8308,2,Medium_time,2,yes,15,0,3,8,no,yes,Medium
8309,3,Medium_time,1,yes,16,2,1,11,yes,yes,Medium
8310,4,Medium_time,1,yes,16,0,3,16,yes,yes,Medium
8311,3,Medium_time,1,yes,16,0,3,4,yes,yes,Medium
8312,1,short_time,1,no,17,1,2,0,no,no,Low
8313,3,Medium_time,2,no,15,1,3,6,no,yes,High
8314,4,Medium_time,3,yes,16,0,2,2,no,yes,Medium
8315,1,Medium_time,1,no,17,1,4,0,yes,yes,Medium
8316,3,short_time,1,yes,18,1,4,2,no,yes,Medium
8317,3,Medium_time,2,yes,18,0,3,2,yes,yes,Medium
8318,1,short_time,1,yes,18,2,1,0,no,yes,Medium
8319,3,Medium_time,3,yes,18,3,3,6,no,yes,Low
8320,2,Medium_time,2,yes,16,0,2,4,yes,yes,High
8321,3,Medium_time,3,yes,17,0,3,2,yes,yes,Medium
8322,1,Medium_time,1,yes,16,1,1,4,yes,no,Medium
8323,3,short_time,2,yes,16,0,2,12,yes,yes,Medium
8324,4,Medium_time,4,yes,15,0,3,0,no,yes,Medium
8325,4,long_time,3,yes,15,1,2,4,no,yes,Medium
8326,4,Medium_time,3,yes,18,0,3,4,yes,yes,Medium
8327,1,Medium_time,1,no,20,3,3,0,yes,yes,Medium
8328,2,short_time,2,yes,17,1,2,4,yes,yes,Medium
8329,3,Medium_time,3,yes,17,0,3,0,yes,yes,Medium
8330,4,Medium_time,2,yes,17,0,1,10,no,yes,Medium
8331,3,Medium_time,2,yes,16,0,1,4,no,yes,Medium
8332,0,Medium_time,2,no,17,1,1,12,no,yes,Low
8333,1,short_time,1,no,19,1,5,14,no,no,Low
8334,3,long_time,2,yes,17,0,1,2,yes,yes,Medium
8335,1,short_time,1,yes,17,1,5,0,no,yes,Low
8336,3,Medium_time,1,yes,19,1,3,4,yes,yes,Medium
8337,3,short_time,3,yes,16,1,5,32,no,yes,Medium
8338,4,Medium_time,3,yes,16,0,3,4,yes,yes,Medium
8339,1,Medium_time,1,yes,18,1,2,2,no,yes,Low
8340,1,Medium_time,1,no,19,1,3,12,no,yes,Low
8341,4,Medium_time,4,yes,18,0,1,6,yes,yes,Medium
8342,2,Medium_time,4,yes,15,0,2,0,yes,yes,High
8343,3,short_time,2,yes,17,0,1,21,no,no,Low
8344,4,short_time,3,yes,17,0,4,8,yes,yes,Medium
8345,1,Medium_time,2,yes,16,3,3,0,no,yes,Low
8346,1,Medium_time,1,no,15,3,3,8,no,yes,Low
8347,3,Medium_time,1,yes,18,2,3,2,no,no,Low
8348,3,long_time,4,yes,17,0,2,4,no,yes,Medium
8349,3,short_time,3,yes,19,1,3,0,no,yes,Low
8350,3,very_long_time,2,yes,17,0,3,4,no,yes,Medium
8351,3,Medium_time,1,no,21,1,5,6,no,no,Medium
8352,4,very_long_time,2,yes,16,0,1,6,yes,yes,High
8353,1,short_time,2,no,19,1,4,4,yes,yes,Low
8354,2,Medium_time,3,yes,17,0,1,0,no,yes,High
8355,4,Medium_time,4,yes,15,0,2,2,yes,yes,Medium
8356,3,Medium_time,1,yes,16,2,3,2,no,no,Medium
8357,1,short_time,1,no,17,3,5,2,no,yes,Low
8358,1,short_time,1,no,19,3,5,3,no,no,Low
8359,1,short_time,2,yes,17,0,2,4,yes,yes,Medium
8360,3,Medium_time,3,yes,16,0,3,0,yes,yes,Medium
8361,1,very_long_time,2,yes,15,1,1,2,yes,yes,Medium
8362,0,Medium_time,2,yes,15,0,1,0,no,yes,Medium
8363,1,Medium_time,2,yes,16,0,3,0,yes,no,Medium
8364,1,short_time,2,no,18,3,2,0,no,yes,Low
8365,4,Medium_time,4,yes,16,0,1,2,yes,yes,High
8366,2,long_time,4,yes,15,0,2,0,yes,yes,Medium
8367,3,Medium_time,3,yes,16,0,3,4,no,yes,Medium
8368,4,Medium_time,4,yes,17,0,2,0,no,yes,High
8369,3,short_time,2,yes,17,1,2,4,yes,yes,Medium
8370,3,very_long_time,4,yes,15,0,2,54,yes,yes,Medium
8371,3,short_time,1,no,19,1,2,3,no,yes,Low
8372,3,short_time,1,yes,18,1,2,8,no,yes,Low
8373,2,Medium_time,3,yes,15,0,2,8,yes,yes,Medium
8374,3,Medium_time,2,yes,18,0,2,4,yes,yes,High
8375,3,Medium_time,1,yes,22,0,2,6,no,yes,Low
8376,3,Medium_time,2,yes,15,0,3,1,no,yes,Medium
8377,2,Medium_time,1,no,17,1,1,0,no,yes,Low
8378,3,Medium_time,1,yes,16,2,4,2,yes,yes,Medium
8379,3,Medium_time,0,yes,16,0,3,0,no,yes,Medium
8380,1,short_time,2,no,16,0,2,4,no,no,Medium
8381,1,short_time,2,yes,17,1,4,14,yes,yes,Low
8382,1,Medium_time,2,yes,18,0,2,0,yes,yes,Medium
8383,2,Medium_time,2,yes,15,0,2,2,no,yes,Medium
8384,1,short_time,1,no,19,0,2,22,yes,yes,Low
8385,1,short_time,1,no,19,1,4,0,yes,yes,Low
8386,3,very_long_time,2,yes,16,1,2,0,yes,yes,Medium
8387,3,Medium_time,1,no,19,1,5,4,no,yes,Low
8388,3,short_time,1,no,16,1,1,0,no,no,Low
8389,3,long_time,2,yes,16,0,3,8,no,yes,Medium
8390,2,Medium_time,1,yes,18,1,3,2,yes,no,Low
8391,4,Medium_time,2,yes,15,0,1,6,no,yes,Medium
8392,3,Medium_time,2,yes,15,0,4,6,no,yes,High
8393,3,very_long_time,2,yes,18,0,1,4,no,yes,Medium
8394,3,short_time,2,yes,15,0,2,6,no,yes,Medium
8395,1,Medium_time,4,yes,16,0,3,0,no,yes,Medium
8396,2,Medium_time,1,yes,16,0,2,2,no,yes,Medium
8397,3,Medium_time,1,yes,16,0,2,4,yes,yes,Medium
8398,2,Medium_time,3,yes,17,0,2,4,yes,yes,Medium
8399,3,Medium_time,3,yes,16,0,3,10,no,yes,Medium
8400,3,Medium_time,2,yes,16,0,3,21,yes,yes,Medium
8401,2,very_long_time,2,yes,15,0,2,6,yes,yes,Medium
8402,1,Medium_time,0,yes,19,0,2,32,no,yes,Medium
8403,3,Medium_time,2,yes,16,0,2,0,no,yes,Medium
8404,1,Medium_time,1,yes,17,2,3,0,no,yes,Medium
8405,3,Medium_time,2,yes,16,2,2,8,no,yes,Low
8406,2,Medium_time,4,yes,15,0,1,4,no,yes,Medium
8407,1,short_time,1,no,19,1,2,12,no,yes,Low
8408,4,Medium_time,3,yes,16,0,1,2,yes,yes,Medium
8409,3,Medium_time,2,yes,16,0,3,0,no,yes,Medium
8410,3,Medium_time,1,yes,18,2,2,16,no,no,Medium
8411,3,Medium_time,1,yes,16,0,3,0,yes,yes,Medium
8412,4,Medium_time,4,yes,15,0,1,0,no,yes,Medium
8413,0,short_time,2,yes,22,1,3,6,no,no,Medium
8414,1,Medium_time,2,no,16,0,5,0,no,no,Medium
8415,1,short_time,1,yes,19,1,1,17,yes,yes,Medium
8416,4,Medium_time,4,yes,15,0,1,0,no,yes,Medium
8417,2,Medium_time,3,yes,17,0,2,0,no,yes,Medium
8418,1,Medium_time,2,yes,16,0,3,8,no,yes,Medium
8419,3,long_time,2,yes,17,0,1,0,yes,yes,Medium
8420,4,Medium_time,2,yes,16,0,2,40,yes,yes,Medium
8421,3,short_time,1,no,19,1,1,21,no,yes,Low
8422,3,Medium_time,3,yes,16,0,2,2,yes,yes,Medium
8423,4,Medium_time,4,yes,17,0,3,56,no,yes,Medium
8424,2,Medium_time,2,yes,19,1,1,0,no,yes,Low
8425,2,Medium_time,1,yes,15,0,1,10,no,yes,Medium
8426,3,Medium_time,1,yes,16,1,2,4,yes,yes,Low
8427,3,Medium_time,4,yes,16,0,3,0,no,yes,Medium
8428,3,long_time,3,yes,15,0,3,4,yes,yes,Medium
8429,1,short_time,1,no,19,1,3,5,no,yes,Low
8430,4,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
8431,3,Medium_time,2,yes,18,0,4,4,no,yes,Medium
8432,4,Medium_time,4,yes,15,0,2,56,no,yes,Medium
8433,2,Medium_time,2,yes,15,0,2,7,yes,yes,Medium
8434,3,Medium_time,2,yes,17,0,4,0,yes,yes,Low
8435,1,Medium_time,2,yes,18,0,1,2,no,yes,Medium
8436,4,Medium_time,4,yes,15,0,2,0,yes,yes,High
8437,3,Medium_time,2,yes,17,0,2,2,no,yes,Medium
8438,4,Medium_time,2,yes,16,0,2,0,no,no,Medium
8439,3,Medium_time,2,yes,15,0,1,8,no,no,Medium
8440,3,Medium_time,3,yes,16,0,1,4,yes,yes,Medium
8441,3,short_time,2,no,16,1,5,0,yes,yes,Low
8442,3,very_long_time,2,yes,15,0,2,0,no,yes,Medium
